Flight_Number,Departure,Arrival,Departure_Time,Arrival_Time,Airline_Name,Plane_Type,Status
8829,DDU,SBQ,2020-12-15 16:16:20,2020-12-16 08:50:07,Thai Airways,Air-Bus,On-time
8830,RAZ,SBQ,2021-01-04 10:43:12,2021-01-04 14:19:02,Air France,Air-Bus,On-time
8831,MWD,TUK,2021-01-09 06:00:46,2021-01-10 03:21:04,Gulf Air,Air-Bus,On-time
8834,CJL,HRA,2021-01-18 05:55:12,2021-01-19 01:03:44,EVA Air,Air-Bus,On-time
8835,KBH,JIW,2020-12-10 02:19:25,2020-12-10 22:55:32,United Airlines,Air-Bus,On-time
8840,CHB,DBA,2021-01-11 09:34:46,2021-01-12 08:52:21,Emirates,Air-Bus,On-time
8843,XJM,GWD,2020-12-18 19:23:51,2020-12-19 04:24:00,EVA Air,Air-Bus,On-time
8846,CWP,WAF,2020-12-28 01:48:59,2020-12-28 07:41:34,Air Canada,Air-Bus,On-time
8848,WGB,SKZ,2020-12-26 22:20:40,2020-12-27 11:40:09,Air Canada,Air-Bus,On-time
8853,JAG,BDN,2020-12-12 19:24:47,2020-12-13 18:46:00,British Airways,Air-Bus,On-time
8854,BDN,OHT,2020-12-07 08:35:10,2020-12-08 07:18:25,Turkish Airlines,Air-Bus,On-time
8856,CJL,TFT,2020-12-01 03:44:57,2020-12-01 06:18:04,Fly Dubai,Air-Bus,On-time
8857,LYP,LRG,2021-01-29 00:20:04,2021-01-29 23:40:24,Thai Airways,Air-Bus,On-time
8858,RZS,GIL,2021-01-15 19:53:44,2021-01-16 01:28:11,Qatar Airways,Air-Bus,On-time
8859,SUL,SWV,2021-01-30 06:22:23,2021-01-30 13:42:19,Turkish Airlines,Air-Bus,On-time
8863,WGB,MJD,2021-01-09 15:39:23,2021-01-10 07:28:49,Fly Dubai,Air-Bus,On-time
8865,DDU,WAF,2020-12-30 20:21:24,2020-12-31 02:35:10,IndiGo,Air-Bus,On-time
8867,MFG,JAG,2020-12-11 20:17:57,2020-12-12 18:20:24,British Airways,Air-Bus,On-time
8870,KDD,RZS,2021-01-02 01:44:50,2021-01-02 17:24:49,Singapore Airlines,Air-Bus,On-time
8871,REQ,MFG,2020-12-05 14:25:34,2020-12-06 11:38:29,Serene Airways,Air-Bus,On-time
8873,SBQ,REQ,2021-01-17 14:43:40,2021-01-17 18:50:31,EVA Air,Air-Bus,On-time
8874,BHV,KHI,2021-01-22 20:33:53,2021-01-23 09:43:22,Air France,Air-Bus,On-time
8877,PAJ,CJL,2021-01-15 16:48:22,2021-01-16 03:00:10,Air China,Air-Bus,On-time
8881,WNS,TUK,2021-01-07 15:26:20,2021-01-08 09:12:51,Pia,Air-Bus,On-time
8884,MUX,PJG,2020-12-18 02:17:17,2020-12-18 09:47:52,Fly Dubai,Air-Bus,On-time
8886,MUX,DDU,2020-12-06 10:01:23,2020-12-07 06:39:10,Singapore Airlines,Air-Bus,On-time
8887,LYP,DBA,2021-01-17 12:35:54,2021-01-17 20:18:33,Virgin Austrailia,Air-Bus,On-time
889,REQ,SWV,2020-12-26 11:09:29,2020-12-26 20:17:07,Serene Airways,Air-Bus,On-time
8892,PZH,BDN,2021-01-04 15:31:12,2021-01-05 11:41:27,Qatar Airways,Air-Bus,On-time
8894,CWP,TLB,2020-12-16 05:41:09,2020-12-16 18:42:30,Etihad Airways,Air-Bus,On-time
8895,SWN,DEA,2020-12-23 15:24:20,2020-12-24 06:55:33,American Airlines,Air-Bus,On-time
8898,LYP,DEA,2020-12-21 11:09:34,2020-12-22 06:27:41,Qatar Airways,Air-Bus,On-time
8899,LRG,DBA,2021-01-22 07:18:45,2021-01-22 13:01:00,Serene Airways,Air-Bus,On-time
890,DBA,WNS,2020-12-17 06:52:14,2020-12-17 19:16:22,British Airways,Air-Bus,On-time
8900,SGI,KDD,2020-12-16 18:14:53,2020-12-17 06:13:46,Etihad Airways,Air-Bus,On-time
8902,LRG,LYP,2021-01-09 12:09:45,2021-01-09 16:06:06,Fly Dubai,Air-Bus,On-time
8906,KDD,UET,2021-01-23 15:56:57,2021-01-23 20:06:32,EVA Air,Air-Bus,On-time
8907,REQ,SWV,2021-01-07 16:29:16,2021-01-08 11:35:18,British Airways,Air-Bus,On-time
8908,ZIZ,KBH,2020-12-14 19:55:33,2020-12-15 17:34:30,EVA Air,Air-Bus,On-time
8909,MJD,BHV,2020-12-24 03:03:24,2020-12-24 19:49:56,Air China,Air-Bus,On-time
8911,BHC,KCF,2021-01-27 14:02:55,2021-01-28 07:34:06,Gulf Air,Air-Bus,On-time
8913,JAG,WNS,2021-01-15 04:03:46,2021-01-15 23:06:00,Pia,Air-Bus,On-time
8914,KDD,MWD,2021-01-21 10:37:00,2021-01-22 02:12:42,American Airlines,Air-Bus,On-time
8915,DSK,REQ,2021-01-07 16:02:12,2021-01-08 10:53:46,Air Blue,Air-Bus,On-time
8916,LRG,SUL,2020-12-21 09:02:37,2020-12-22 02:48:07,Pia,Air-Bus,On-time
8917,PSI,MUX,2020-12-26 22:23:09,2020-12-27 00:30:04,Air China,Air-Bus,On-time
8918,ORW,MUX,2020-12-19 09:31:00,2020-12-20 00:10:13,Air France,Air-Bus,On-time
8919,PZH,SKT,2020-12-18 04:39:46,2020-12-18 06:50:36,Fly Dubai,Air-Bus,On-time
8920,JAG,TUK,2021-01-09 15:26:03,2021-01-09 19:33:47,Emirates,Air-Bus,On-time
8921,DSK,SKZ,2021-01-27 06:03:16,2021-01-28 00:55:55,United Airlines,Air-Bus,On-time
8922,JAG,SKT,2021-01-28 17:34:54,2021-01-28 22:01:24,Serene Airways,Air-Bus,On-time
8923,RYK,SDT,2020-12-08 23:44:21,2020-12-09 23:26:43,Singapore Airlines,Air-Bus,On-time
8924,MJD,MJD,2020-12-08 00:48:11,2020-12-08 08:52:17,Turkish Airlines,Air-Bus,On-time
8928,RAZ,XJM,2020-12-17 08:25:38,2020-12-18 06:44:05,British Airways,Air-Bus,On-time
8929,DBA,TUK,2021-01-26 17:26:25,2021-01-27 15:28:45,Air Canada,Air-Bus,On-time
8930,RZS,MUX,2021-01-28 12:14:25,2021-01-29 12:06:28,American Airlines,Air-Bus,On-time
8931,JAG,DDU,2021-01-29 17:55:06,2021-01-30 14:38:52,American Airlines,Air-Bus,On-time
8932,WAF,PZH,2021-01-01 21:22:54,2021-01-02 12:27:10,American Airlines,Air-Bus,On-time
8933,XJM,LRG,2021-01-01 00:29:57,2021-01-01 09:03:33,Emirates,Air-Bus,On-time
8934,ATG,PJG,2020-12-18 17:01:32,2020-12-19 11:10:09,Fly Dubai,Air-Bus,On-time
8935,KCF,WGB,2020-12-20 10:13:33,2020-12-21 10:03:20,Gulf Air,Air-Bus,On-time
8938,BHV,LYP,2020-12-03 17:12:43,2020-12-04 16:17:17,Air Blue,Air-Bus,On-time
894,TLB,SGI,2021-01-22 02:34:47,2021-01-22 14:05:38,United Airlines,Air-Bus,On-time
8940,PZH,RAZ,2021-01-26 12:07:07,2021-01-27 02:36:40,Air Blue,Air-Bus,On-time
8943,ZIZ,WNS,2021-01-03 12:57:43,2021-01-03 19:39:17,IndiGo,Air-Bus,On-time
8944,PJG,RYK,2020-12-31 22:47:36,2021-01-01 01:44:42,Thai Airways,Air-Bus,On-time
8948,KDD,XJM,2021-01-21 12:12:12,2021-01-21 16:07:21,Fly Dubai,Air-Bus,On-time
895,KCF,PEW,2020-12-19 00:51:10,2020-12-19 19:45:16,Air China,Air-Bus,On-time
8957,KDD,SKT,2020-12-25 05:53:15,2020-12-26 00:28:16,EVA Air,Air-Bus,On-time
8958,TFT,MJD,2021-01-23 07:40:22,2021-01-23 12:06:59,Thai Airways,Air-Bus,On-time
8960,NHS,UET,2020-12-02 00:03:33,2020-12-02 11:45:08,American Airlines,Air-Bus,On-time
8963,SWN,WNS,2021-01-14 05:42:51,2021-01-14 15:11:10,Air China,Air-Bus,On-time
8964,PJG,DBA,2020-12-14 17:05:26,2020-12-15 13:17:33,Thai Airways,Air-Bus,On-time
8965,PEW,SWN,2020-12-17 08:50:02,2020-12-18 01:47:30,Gulf Air,Air-Bus,On-time
8966,PSI,SYW,2021-01-27 19:28:20,2021-01-28 04:03:32,British Airways,Air-Bus,On-time
8968,HRA,MJD,2021-01-20 12:08:42,2021-01-20 15:23:00,Air France,Air-Bus,On-time
8969,SGI,WNS,2020-12-07 03:11:38,2020-12-07 11:59:36,Gulf Air,Air-Bus,On-time
8970,DDU,SKZ,2020-12-31 04:58:21,2020-12-31 17:04:17,Air Canada,Air-Bus,On-time
8972,MJD,OHT,2020-12-22 08:26:26,2020-12-22 16:54:07,Pia,Air-Bus,On-time
8979,SGI,WGB,2021-01-01 12:41:56,2021-01-02 02:00:32,Serene Airways,Air-Bus,On-time
8981,KCF,OHT,2020-12-03 19:31:19,2020-12-04 14:48:23,Gulf Air,Air-Bus,On-time
8982,LRG,JAG,2020-12-27 13:15:22,2020-12-27 16:00:12,British Airways,Air-Bus,On-time
8983,LYP,CWP,2020-12-11 05:06:33,2020-12-12 00:36:37,IndiGo,Air-Bus,On-time
8984,DDU,ZIZ,2021-01-01 02:12:51,2021-01-01 19:31:22,Serene Airways,Air-Bus,On-time
8985,MWD,RZS,2020-12-25 06:45:25,2020-12-25 19:05:40,Air Blue,Air-Bus,On-time
8986,DSK,BDN,2021-01-01 06:08:51,2021-01-02 04:16:26,Qatar Airways,Air-Bus,On-time
899,GIL,MUX,2021-01-06 06:43:40,2021-01-06 08:45:28,Fly Dubai,Air-Bus,On-time
8993,SYW,SYW,2021-01-20 15:42:31,2021-01-21 06:01:04,IndiGo,Air-Bus,On-time
8994,WAF,ISB,2021-01-23 14:06:05,2021-01-24 00:53:29,Serene Airways,Air-Bus,On-time
8996,DBA,WGB,2020-12-04 00:04:31,2020-12-04 22:21:55,Air China,Air-Bus,On-time
8997,XJM,GRT,2020-12-13 08:37:41,2020-12-14 02:05:23,Turkish Airlines,Air-Bus,On-time
9,DSK,MPD,2021-01-19 17:17:00,2021-01-20 06:45:53,Air France,Air-Bus,On-time
900,SKZ,SWN,2021-01-12 05:17:57,2021-01-12 21:03:08,Air Canada,Air-Bus,On-time
9003,TLB,SWN,2020-12-08 08:47:25,2020-12-08 20:31:49,Air Canada,Air-Bus,On-time
9004,MUX,KBH,2020-11-30 18:10:21,2020-12-01 03:11:34,Virgin Austrailia,Air-Bus,On-time
9006,SKZ,GWD,2021-01-12 10:43:31,2021-01-13 02:11:57,Air Canada,Air-Bus,On-time
901,WNS,RAZ,2021-01-09 07:46:24,2021-01-10 00:55:25,Turkish Airlines,Air-Bus,On-time
9012,CWP,DSK,2020-12-04 12:34:08,2020-12-04 17:42:49,Fly Dubai,Air-Bus,On-time
9018,CJL,ZIZ,2021-01-09 04:01:11,2021-01-10 00:22:08,Air Canada,Air-Bus,On-time
902,CHB,BHV,2021-01-16 00:24:35,2021-01-16 21:56:09,Gulf Air,Air-Bus,On-time
9020,JAG,WGB,2020-12-10 07:28:50,2020-12-11 01:45:37,Etihad Airways,Air-Bus,On-time
9022,ISB,KBH,2020-12-25 16:31:35,2020-12-25 23:08:27,Air Canada,Air-Bus,On-time
9023,WNS,WAF,2020-12-19 09:27:36,2020-12-20 01:58:16,Qatar Airways,Air-Bus,On-time
9026,KCF,SWV,2021-01-17 04:23:10,2021-01-17 11:00:26,Singapore Airlines,Air-Bus,On-time
9027,GWD,KCF,2021-01-29 22:34:52,2021-01-30 19:05:55,American Airlines,Air-Bus,On-time
9028,KDD,PSI,2021-01-26 14:43:37,2021-01-27 11:43:39,Etihad Airways,Air-Bus,On-time
9032,ATG,KDU,2021-01-05 18:03:52,2021-01-06 06:47:18,Air Canada,Air-Bus,On-time
9033,SDT,GIL,2021-01-21 22:52:58,2021-01-22 08:25:39,Emirates,Air-Bus,On-time
9035,ZIZ,GWD,2020-12-02 09:41:41,2020-12-02 18:54:23,Air Blue,Air-Bus,On-time
904,KHI,ZIZ,2021-01-06 06:00:30,2021-01-07 04:17:22,Turkish Airlines,Air-Bus,On-time
9042,BDN,DEA,2021-01-03 16:04:06,2021-01-04 02:13:18,Pia,Air-Bus,On-time
9044,MWD,SGI,2021-01-25 19:27:41,2021-01-26 13:04:15,Gulf Air,Air-Bus,On-time
9045,SWV,BDN,2021-01-20 18:39:24,2021-01-21 01:11:40,Air China,Air-Bus,On-time
9047,LHE,SUL,2021-01-10 05:04:08,2021-01-10 13:14:10,Serene Airways,Air-Bus,On-time
9049,OHT,GWD,2021-01-27 12:14:34,2021-01-28 06:40:25,British Airways,Air-Bus,On-time
905,BHC,SWN,2020-12-07 22:16:36,2020-12-08 04:08:32,Pia,Air-Bus,On-time
9050,DBA,CHB,2021-01-02 18:45:52,2021-01-03 02:26:46,British Airways,Air-Bus,On-time
9051,WNS,DDU,2020-12-24 09:08:20,2020-12-25 07:46:39,Fly Dubai,Air-Bus,On-time
9052,SKZ,BDN,2021-01-28 23:11:24,2021-01-29 08:51:50,Pia,Air-Bus,On-time
9055,TLB,LRG,2021-01-09 18:54:45,2021-01-10 06:14:57,Etihad Airways,Air-Bus,On-time
9057,HDD,TUK,2021-01-25 17:09:16,2021-01-26 00:56:00,Emirates,Air-Bus,On-time
906,TUK,OHT,2021-01-20 05:53:19,2021-01-21 05:03:10,British Airways,Air-Bus,On-time
9060,RYK,DDU,2021-01-10 16:46:49,2021-01-11 02:31:56,Serene Airways,Air-Bus,On-time
9061,CHB,BDN,2021-01-14 09:35:14,2021-01-14 22:48:13,Pia,Air-Bus,On-time
9062,DEA,DDU,2021-01-13 21:15:42,2021-01-14 17:23:08,Qatar Airways,Air-Bus,On-time
9065,ZIZ,BHC,2020-12-03 11:57:56,2020-12-04 02:14:39,Qatar Airways,Air-Bus,On-time
9066,SYW,MFG,2020-12-18 07:45:07,2020-12-18 22:39:35,IndiGo,Air-Bus,On-time
9068,XJM,GRT,2021-01-07 22:37:59,2021-01-08 17:28:58,Air Blue,Air-Bus,On-time
9069,MFG,NHS,2020-12-25 05:33:44,2020-12-25 11:54:50,Qatar Airways,Air-Bus,On-time
9070,GRT,MJD,2021-01-08 15:32:05,2021-01-08 17:57:22,Thai Airways,Air-Bus,On-time
9075,TUK,LHE,2020-12-17 19:10:25,2020-12-18 14:32:27,Fly Dubai,Air-Bus,On-time
9076,NHS,LYP,2020-12-31 14:08:28,2021-01-01 09:40:40,Air Canada,Air-Bus,On-time
9077,PAJ,BHV,2020-12-18 04:35:48,2020-12-18 15:16:47,Singapore Airlines,Air-Bus,On-time
9079,GRT,MPD,2020-12-13 06:33:19,2020-12-14 03:09:51,American Airlines,Air-Bus,On-time
9082,GRT,BNP,2021-01-14 01:45:08,2021-01-14 20:46:36,Fly Dubai,Air-Bus,On-time
9083,DEA,RZS,2020-12-14 00:59:11,2020-12-15 00:34:43,British Airways,Air-Bus,On-time
9086,KBH,RZS,2021-01-23 15:06:38,2021-01-23 21:19:48,Serene Airways,Air-Bus,On-time
9087,DBA,PEW,2020-12-26 13:10:12,2020-12-27 08:50:49,EVA Air,Air-Bus,On-time
9088,ORW,MPD,2021-01-26 20:22:59,2021-01-27 14:48:22,Air Blue,Air-Bus,On-time
9090,HRA,DBA,2021-01-09 17:33:09,2021-01-10 09:56:06,Fly Dubai,Air-Bus,On-time
9091,BHC,RAZ,2020-12-10 01:45:32,2020-12-10 13:35:26,Singapore Airlines,Air-Bus,On-time
9092,BDN,DEA,2020-12-15 20:49:56,2020-12-16 10:28:24,Fly Dubai,Air-Bus,On-time
9093,ORW,WNS,2020-12-21 02:30:50,2020-12-21 06:09:14,Fly Dubai,Air-Bus,On-time
9094,GIL,KBH,2020-12-07 15:20:12,2020-12-07 21:37:23,Air France,Air-Bus,On-time
9095,DEA,TLB,2020-12-08 07:44:33,2020-12-08 15:44:00,IndiGo,Air-Bus,On-time
9096,SUL,RYK,2021-01-21 07:57:08,2021-01-22 00:44:13,Air Blue,Air-Bus,On-time
9098,KDD,BHW,2021-01-13 23:35:53,2021-01-14 12:54:33,Etihad Airways,Air-Bus,On-time
9099,BNP,KDU,2020-12-01 11:00:13,2020-12-02 06:22:58,Air France,Air-Bus,On-time
910,MUX,TUK,2021-01-23 19:31:10,2021-01-24 06:20:32,British Airways,Air-Bus,On-time
9101,SKZ,GWD,2020-12-21 07:30:06,2020-12-22 01:33:48,Fly Dubai,Air-Bus,On-time
9103,LYP,SYW,2021-01-29 17:06:12,2021-01-30 07:42:02,Qatar Airways,Air-Bus,On-time
9104,OHT,RYK,2021-01-14 05:51:21,2021-01-14 18:44:26,Air China,Air-Bus,On-time
9107,ZIZ,DSK,2020-12-14 23:18:14,2020-12-15 21:23:50,Emirates,Air-Bus,On-time
911,DBA,BDN,2021-01-19 21:46:24,2021-01-20 04:30:28,Air France,Air-Bus,On-time
9112,REQ,RYK,2020-12-19 05:08:30,2020-12-19 23:02:17,Virgin Austrailia,Air-Bus,On-time
9113,JAG,GIL,2021-01-29 01:53:29,2021-01-29 05:23:57,Emirates,Air-Bus,On-time
9114,GIL,TLB,2020-12-30 22:16:51,2020-12-31 13:39:11,Emirates,Air-Bus,On-time
9115,SKT,BHW,2021-01-22 12:04:14,2021-01-22 15:42:47,Singapore Airlines,Air-Bus,On-time
9117,HRA,MFG,2020-12-13 07:41:55,2020-12-13 22:44:52,IndiGo,Air-Bus,On-time
9118,WGB,DDU,2021-01-20 00:34:40,2021-01-20 18:26:20,American Airlines,Air-Bus,On-time
9119,DDU,BHC,2021-01-18 21:28:14,2021-01-19 03:59:38,EVA Air,Air-Bus,On-time
9121,JAG,SKZ,2020-12-19 23:59:44,2020-12-20 10:47:22,Gulf Air,Air-Bus,On-time
9122,TUK,MWD,2021-01-10 15:57:35,2021-01-11 07:26:21,Turkish Airlines,Air-Bus,On-time
9123,BHW,PJG,2021-01-09 19:32:17,2021-01-10 02:20:08,Air China,Air-Bus,On-time
9124,HDD,LHE,2021-01-02 09:23:12,2021-01-02 13:28:37,Gulf Air,Air-Bus,On-time
9126,SGI,SUL,2020-12-04 09:39:42,2020-12-05 04:31:48,British Airways,Air-Bus,On-time
9127,BHW,JIW,2020-12-29 06:37:36,2020-12-30 04:07:07,Fly Dubai,Air-Bus,On-time
913,REQ,KBH,2021-01-23 16:16:04,2021-01-24 12:16:18,Thai Airways,Air-Bus,On-time
9130,GIL,DBA,2021-01-20 12:52:24,2021-01-21 04:39:29,Emirates,Air-Bus,On-time
9133,GRT,BHC,2020-12-30 18:15:48,2020-12-31 10:15:45,British Airways,Air-Bus,On-time
9134,WAF,KDU,2021-01-08 08:30:35,2021-01-09 06:22:23,Gulf Air,Air-Bus,On-time
9136,PJG,REQ,2020-12-17 05:06:27,2020-12-18 02:19:56,Singapore Airlines,Air-Bus,On-time
9137,KDU,HDD,2020-12-02 14:22:13,2020-12-02 19:45:42,Serene Airways,Air-Bus,On-time
9138,DSK,ISB,2020-12-18 17:44:57,2020-12-19 13:45:00,British Airways,Air-Bus,On-time
9139,KBH,MWD,2021-01-18 10:54:44,2021-01-18 22:36:10,Virgin Austrailia,Air-Bus,On-time
914,PAJ,UET,2021-01-16 22:47:38,2021-01-17 04:14:45,Air Canada,Air-Bus,On-time
9140,BDN,CJL,2020-12-02 06:22:08,2020-12-03 00:59:43,British Airways,Air-Bus,On-time
9144,ISB,RYK,2020-12-04 13:01:51,2020-12-05 11:25:30,EVA Air,Air-Bus,On-time
915,LYP,MFG,2020-12-19 15:58:19,2020-12-19 20:56:11,Gulf Air,Air-Bus,On-time
9152,BHC,MPD,2020-12-27 23:01:57,2020-12-28 22:59:53,Fly Dubai,Air-Bus,On-time
9153,SWN,DSK,2020-12-25 16:30:54,2020-12-26 16:05:27,Virgin Austrailia,Air-Bus,On-time
9158,PJG,BNP,2020-12-01 15:38:11,2020-12-02 14:56:19,Serene Airways,Air-Bus,On-time
9161,ISB,XJM,2020-12-05 16:43:36,2020-12-06 00:31:31,Gulf Air,Air-Bus,On-time
9163,SKZ,RZS,2020-12-10 01:51:36,2020-12-10 10:05:37,United Airlines,Air-Bus,On-time
9166,SWV,BNP,2020-12-22 07:15:19,2020-12-22 14:03:15,Thai Airways,Air-Bus,On-time
9167,OHT,KDU,2021-01-05 00:43:44,2021-01-05 04:15:45,Air China,Air-Bus,On-time
9168,SUL,BHC,2020-12-26 13:23:39,2020-12-26 15:32:33,American Airlines,Air-Bus,On-time
9171,CJL,GWD,2020-12-31 08:21:23,2020-12-31 23:17:08,American Airlines,Air-Bus,On-time
9172,OHT,SKZ,2021-01-01 05:23:15,2021-01-01 17:56:11,Air France,Air-Bus,On-time
9175,KBH,NHS,2021-01-15 10:16:55,2021-01-16 02:43:24,Singapore Airlines,Air-Bus,On-time
9176,GWD,XJM,2020-12-03 21:18:49,2020-12-04 16:04:51,Thai Airways,Air-Bus,On-time
9180,MPD,PSI,2020-12-14 22:29:09,2020-12-15 15:43:03,Emirates,Air-Bus,On-time
9181,RAZ,PZH,2020-12-31 13:24:52,2020-12-31 19:38:46,Pia,Air-Bus,On-time
9182,XJM,DBA,2021-01-18 21:46:27,2021-01-19 14:28:56,Qatar Airways,Air-Bus,On-time
9183,MWD,SKZ,2021-01-12 13:51:16,2021-01-13 09:03:45,Pia,Air-Bus,On-time
9184,MWD,REQ,2021-01-30 04:04:32,2021-01-30 19:19:08,Gulf Air,Air-Bus,On-time
9185,TFT,JIW,2021-01-29 19:01:20,2021-01-30 13:25:21,American Airlines,Air-Bus,On-time
9186,TUK,SBQ,2020-12-01 05:08:22,2020-12-02 04:54:36,Virgin Austrailia,Air-Bus,On-time
9187,SKT,ATG,2021-01-04 05:40:05,2021-01-04 18:03:17,Singapore Airlines,Air-Bus,On-time
9188,BNP,PAJ,2020-12-16 00:34:04,2020-12-16 05:19:38,Gulf Air,Air-Bus,On-time
9193,SUL,PSI,2020-12-08 22:43:58,2020-12-09 19:05:39,Qatar Airways,Air-Bus,On-time
9199,XJM,BNP,2020-12-28 23:25:56,2020-12-29 17:09:13,United Airlines,Air-Bus,On-time
9200,CHB,SYW,2020-12-27 13:42:22,2020-12-28 00:44:58,Qatar Airways,Air-Bus,On-time
9202,DBA,GWD,2020-12-10 05:59:24,2020-12-10 16:06:07,Singapore Airlines,Air-Bus,On-time
9203,ISB,BDN,2021-01-10 00:33:06,2021-01-10 14:06:33,British Airways,Air-Bus,On-time
9204,ORW,PEW,2021-01-26 04:47:17,2021-01-26 22:09:39,Virgin Austrailia,Air-Bus,On-time
9205,DDU,MJD,2021-01-26 02:03:02,2021-01-26 19:00:35,Air Canada,Air-Bus,On-time
9208,WAF,DDU,2020-12-01 13:40:29,2020-12-02 05:40:31,Singapore Airlines,Air-Bus,On-time
9209,MWD,PSI,2020-12-06 05:24:32,2020-12-06 19:12:32,Air Blue,Air-Bus,On-time
921,OHT,CHB,2020-12-09 15:25:12,2020-12-10 07:40:50,Emirates,Air-Bus,On-time
9210,XJM,MFG,2020-12-05 15:30:35,2020-12-06 08:03:28,United Airlines,Air-Bus,On-time
9212,KDD,RAZ,2020-12-25 17:19:38,2020-12-26 13:20:10,Pia,Air-Bus,On-time
9215,LRG,UET,2020-12-17 10:56:47,2020-12-18 08:08:30,Gulf Air,Air-Bus,On-time
9221,WNS,OHT,2021-01-27 21:23:49,2021-01-28 10:31:42,Pia,Air-Bus,On-time
9225,SBQ,RAZ,2020-12-17 19:47:33,2020-12-18 13:36:34,IndiGo,Air-Bus,On-time
9226,PJG,HRA,2021-01-30 21:24:19,2021-01-30 23:28:09,Gulf Air,Air-Bus,On-time
9227,MWD,SYW,2020-12-20 22:46:05,2020-12-21 22:18:13,Pia,Air-Bus,On-time
9228,PZH,KCF,2020-12-19 00:02:44,2020-12-19 21:52:22,Air China,Air-Bus,On-time
9229,KHI,KCF,2020-12-06 11:59:09,2020-12-07 09:57:30,Thai Airways,Air-Bus,On-time
9230,GWD,SYW,2021-01-26 21:26:05,2021-01-27 06:57:38,Serene Airways,Air-Bus,On-time
9231,PAJ,TUK,2021-01-08 16:48:06,2021-01-09 15:11:25,Thai Airways,Air-Bus,On-time
9233,ATG,LHE,2020-12-03 22:16:48,2020-12-04 05:52:27,Serene Airways,Air-Bus,On-time
9234,MUX,BHC,2021-01-11 22:32:33,2021-01-12 12:05:00,United Airlines,Air-Bus,On-time
9235,BDN,SKT,2021-01-14 01:48:27,2021-01-14 18:11:37,Thai Airways,Air-Bus,On-time
9236,SUL,DDU,2021-01-18 09:31:40,2021-01-19 06:31:45,American Airlines,Air-Bus,On-time
9239,RAZ,KDU,2021-01-23 09:37:57,2021-01-23 17:05:06,British Airways,Air-Bus,On-time
924,MPD,KDD,2021-01-02 11:47:51,2021-01-03 10:10:57,Etihad Airways,Air-Bus,On-time
9241,MJD,LYP,2020-12-23 13:53:05,2020-12-23 16:17:00,Virgin Austrailia,Air-Bus,On-time
9243,KBH,KDD,2020-11-30 17:02:21,2020-12-01 16:24:58,Air Canada,Air-Bus,On-time
9244,BHW,PEW,2020-12-30 18:36:45,2020-12-31 01:23:22,Etihad Airways,Air-Bus,On-time
9248,DDU,ATG,2021-01-05 03:03:48,2021-01-05 12:44:42,Air China,Air-Bus,On-time
925,GWD,WAF,2020-12-12 08:48:53,2020-12-13 04:03:27,IndiGo,Air-Bus,On-time
9251,WAF,RYK,2021-01-13 22:12:23,2021-01-14 15:26:27,Fly Dubai,Air-Bus,On-time
9253,BHW,KDD,2021-01-04 20:06:46,2021-01-05 08:35:11,Air Blue,Air-Bus,On-time
9259,BHC,RAZ,2020-12-18 10:25:03,2020-12-18 12:39:55,Turkish Airlines,Air-Bus,On-time
926,KHI,TFT,2021-01-11 01:00:41,2021-01-11 23:33:35,Qatar Airways,Air-Bus,On-time
9263,RZS,WNS,2021-01-18 08:36:44,2021-01-19 06:34:58,Emirates,Air-Bus,On-time
9265,PAJ,BHV,2021-01-13 14:38:24,2021-01-13 22:39:39,Etihad Airways,Air-Bus,On-time
9268,SKT,MJD,2020-12-30 17:15:01,2020-12-31 07:53:54,Thai Airways,Air-Bus,On-time
9269,SGI,HRA,2021-01-12 05:01:41,2021-01-12 11:22:16,Virgin Austrailia,Air-Bus,On-time
927,UET,LRG,2020-12-09 21:29:02,2020-12-10 03:54:41,Serene Airways,Air-Bus,On-time
9271,ISB,BHC,2020-12-27 13:55:48,2020-12-27 20:54:15,United Airlines,Air-Bus,On-time
9272,SBQ,SGI,2021-01-29 15:39:08,2021-01-30 15:36:48,Fly Dubai,Air-Bus,On-time
9274,MFG,LRG,2020-12-26 06:15:29,2020-12-26 22:00:10,Qatar Airways,Air-Bus,On-time
9277,RZS,SKT,2020-12-23 01:46:56,2020-12-23 23:07:09,Air Blue,Air-Bus,On-time
9278,DSK,GIL,2021-01-16 18:06:39,2021-01-17 17:17:13,Etihad Airways,Air-Bus,On-time
9279,NHS,ZIZ,2020-12-09 13:47:44,2020-12-09 18:44:25,Gulf Air,Air-Bus,On-time
9282,BHW,ZIZ,2020-12-18 16:06:43,2020-12-18 18:53:11,Gulf Air,Air-Bus,On-time
9284,SWN,ZIZ,2021-01-23 04:56:11,2021-01-23 21:01:56,Gulf Air,Air-Bus,On-time
9286,SUL,ISB,2020-12-23 00:44:51,2020-12-24 00:02:31,Air China,Air-Bus,On-time
9288,WNS,WGB,2021-01-02 20:17:40,2021-01-03 05:48:03,Pia,Air-Bus,On-time
9289,MUX,SYW,2020-12-27 20:27:24,2020-12-28 07:33:55,Air Canada,Air-Bus,On-time
9291,HDD,WGB,2020-12-21 21:10:33,2020-12-22 14:25:36,Turkish Airlines,Air-Bus,On-time
9293,UET,LRG,2020-12-21 08:13:55,2020-12-21 23:05:57,British Airways,Air-Bus,On-time
9296,SGI,DSK,2020-12-17 05:04:42,2020-12-17 10:35:15,Air Canada,Air-Bus,On-time
